Atoms	Optimal	Found	Error	Gen	Time
68	-192.63	-154.81	19.63	50	2.80
68	-192.63	-177.00	8.12	50	4.69
68	-192.63	-180.78	6.15	50	2.45
68	-192.63	-167.69	12.95	50	5.02
68	-192.63	-107.01	44.45	50	2.19
68	-192.63	-108.78	43.53	50	2.25
68	-192.63	-108.24	43.81	50	2.16
68	-192.63	-192.63	-0.00	50	1.42
68	-192.63	-169.00	12.27	50	4.97
68	-192.63	-158.48	17.73	50	8.59
Atoms	Optimal	Found	Error	Gen	Time
69	-195.99	-169.10	13.72	50	5.50
69	-195.99	-161.78	17.45	50	5.53
69	-195.99	-159.59	18.57	50	5.50
69	-195.99	-106.99	45.41	50	5.50
69	-195.99	-117.28	40.16	50	5.47
69	-195.99	-103.12	47.38	50	5.48
69	-195.99	-192.83	1.61	50	2.92
69	-195.99	-165.39	15.61	50	2.89
69	-195.99	-178.90	8.72	50	2.95
69	-195.99	-181.26	7.51	50	6.94
69	-195.99	-169.15	13.69	50	4.03
69	-195.99	-168.35	14.10	50	2.17
69	-195.99	-116.32	40.65	50	1.83
69	-195.99	-121.52	37.99	50	2.48
69	-195.99	-107.11	45.35	50	2.09
69	-195.99	-195.99	-0.00	50	1.94
69	-195.99	-178.92	8.71	50	3.09
69	-195.99	-185.82	5.19	50	3.52
Atoms	Optimal	Found	Error	Gen	Time
70	-199.27	-187.83	5.74	50	5.75
70	-199.27	-178.26	10.54	50	5.78
70	-199.27	-160.92	19.25	50	5.81
70	-199.27	-112.89	43.35	50	5.70
70	-199.27	-100.93	49.35	50	5.67
70	-199.27	-104.21	47.71	50	5.75
70	-199.27	-196.01	1.64	50	3.05
70	-199.27	-167.95	15.72	50	3.05
70	-199.27	-181.59	8.88	50	3.08
70	-199.27	-194.40	2.45	50	2.22
70	-199.27	-184.01	7.66	50	4.02
70	-199.27	-171.88	13.75	50	4.83
70	-199.27	-121.71	38.92	50	2.83
70	-199.27	-107.53	46.04	50	1.88
70	-199.27	-106.62	46.49	50	6.36
70	-199.27	-199.27	-0.00	50	1.34
70	-199.27	-172.51	13.43	50	6.16
70	-199.27	-189.01	5.15	50	2.39
Atoms	Optimal	Found	Error	Gen	Time
71	-201.53	-177.72	11.81	50	6.01
71	-201.53	-179.75	10.81	50	6.02
71	-201.53	-161.01	20.11	50	6.03
71	-201.53	-112.82	44.02	50	6.00
71	-201.53	-87.06	56.80	50	6.02
71	-201.53	-114.71	43.08	50	6.00
71	-201.53	-198.25	1.63	50	3.19
71	-201.53	-169.34	15.97	50	3.19
71	-201.53	-183.85	8.77	50	3.19
71	-201.53	-188.36	6.54	50	4.61
71	-201.53	-188.10	6.67	50	2.44
71	-201.53	-166.59	17.34	50	5.47
71	-201.53	-119.29	40.81	50	2.55
71	-201.53	-90.72	54.98	50	9.58
71	-201.53	-121.39	39.77	50	1.66
71	-201.53	-201.53	-0.00	50	1.42
71	-201.53	-174.47	13.43	50	8.30
71	-201.53	-190.59	5.43	50	2.84
Atoms	Optimal	Found	Error	Gen	Time
72	-204.85	-180.84	11.72	50	6.28
72	-204.85	-185.04	9.67	50	6.25
72	-204.85	-162.64	20.61	50	6.28
72	-204.85	-116.58	43.09	50	6.31
72	-204.85	4595.42	2343.35	50	6.33
72	-204.85	-109.03	46.78	50	6.20
72	-204.85	-201.41	1.67	50	3.33
72	-204.85	-171.35	16.35	50	3.31
72	-204.85	-173.19	15.46	50	3.33
72	-204.85	-195.63	4.50	50	2.11
72	-204.85	-189.86	7.31	50	5.53
72	-204.85	-170.85	16.60	50	6.50
72	-204.85	-126.30	38.34	50	1.62
72	-204.85	2245.86	1196.37	50	17.28
72	-204.85	-118.64	42.08	50	4.16
72	-204.85	-204.85	-0.00	50	1.98
72	-204.85	-177.90	13.16	50	5.64
72	-204.85	-180.23	12.02	50	5.70
Atoms	Optimal	Found	Error	Gen	Time
73	-208.23	-173.45	16.70	50	6.53
73	-208.23	-187.36	10.02	50	6.55
73	-208.23	-164.95	20.78	50	6.55
73	-208.23	-119.56	42.58	50	6.48
73	-208.23	-114.94	44.80	50	6.47
73	-208.23	-113.31	45.58	50	6.51
73	-208.23	-204.68	1.70	50	3.47
73	-208.23	-175.94	15.51	50	3.47
73	-208.23	-175.96	15.50	50	3.53
73	-208.23	-181.02	13.07	50	9.64
73	-208.23	-191.00	8.27	50	5.59
73	-208.23	-174.17	16.36	50	4.45
73	-208.23	-130.41	37.37	50	1.77
73	-208.23	-125.50	39.73	50	1.88
73	-208.23	-118.67	43.01	50	1.67
73	-208.23	-208.23	-0.00	50	1.77
73	-208.23	-181.30	12.93	50	9.19
73	-208.23	-181.49	12.84	50	6.86
Atoms	Optimal	Found	Error	Gen	Time
74	-211.58	-203.33	3.90	50	6.88
74	-211.58	-191.00	9.73	50	6.81
74	-211.58	-168.37	20.42	50	6.91
74	-211.58	-121.07	42.78	50	6.84
74	-211.58	-112.53	46.82	50	6.88
74	-211.58	-110.98	47.55	50	6.75
74	-211.58	-207.95	1.72	50	3.61
74	-211.58	-176.30	16.67	50	3.61
74	-211.58	-176.00	16.82	50	3.58
74	-211.58	-208.10	1.64	50	1.77
74	-211.58	-196.30	7.22	50	2.86
74	-211.58	-175.97	16.83	50	3.47
74	-211.58	-131.04	38.07	50	1.86
74	-211.58	-119.14	43.69	50	2.39
74	-211.58	-115.68	45.33	50	2.05
74	-211.58	-211.58	-0.00	50	1.66
74	-211.58	-181.67	14.14	50	9.78
74	-211.58	-181.41	14.26	50	5.67
Atoms	Optimal	Found	Error	Gen	Time
75	-214.84	-195.46	9.02	50	7.09
75	-214.84	-182.63	14.99	50	7.14
75	-214.84	-173.90	19.05	50	7.09
75	-214.84	-113.39	47.22	50	7.11
75	-214.84	-122.30	43.07	50	7.09
75	-214.84	-114.85	46.54	50	7.11
75	-214.84	-211.13	1.73	50	3.80
75	-214.84	-178.47	16.93	50	3.77
75	-214.84	-177.41	17.42	50	3.75
75	-214.84	-202.35	5.81	50	4.69
75	-214.84	-195.85	8.84	50	3.19
75	-214.84	-186.69	13.10	50	2.39
75	-214.84	-120.41	43.95	50	3.17
75	-214.84	-128.79	40.05	50	1.91
75	-214.84	-119.82	44.23	50	5.92
75	-214.84	-214.84	-0.00	50	1.80
75	-214.84	-184.20	14.26	50	11.30
75	-214.84	-180.34	16.05	50	11.56
Atoms	Optimal	Found	Error	Gen	Time
76	-217.09	-187.31	13.72	50	7.38
76	-217.09	-191.55	11.76	50	7.41
76	-217.09	-176.98	18.48	50	7.41
76	-217.09	-112.37	48.24	50	7.27
76	-217.09	-113.56	47.69	50	7.52
76	-217.09	-109.91	49.37	50	7.50
76	-217.09	-213.36	1.72	50	3.94
76	-217.09	-184.39	15.06	50	3.98
76	-217.09	-180.02	17.08	50	4.00
76	-217.09	-199.14	8.27	50	6.66
76	-217.09	-199.08	8.30	50	5.28
76	-217.09	-190.51	12.24	50	2.70
76	-217.09	-116.74	46.23	50	3.12
76	-217.09	-129.45	40.37	50	2.38
76	-217.09	-119.91	44.77	50	1.92
76	-217.09	-217.09	-0.00	50	1.78
76	-217.09	-189.08	12.90	50	5.70
76	-217.09	-183.18	15.62	50	11.61
Atoms	Optimal	Found	Error	Gen	Time
77	-220.41	-196.16	11.00	50	7.78
77	-220.41	-183.01	16.97	50	7.73
77	-220.41	-171.33	22.27	50	7.80
77	-220.41	-112.01	49.18	50	7.64
77	-220.41	-105.04	52.34	50	7.62
77	-220.41	-111.95	49.21	50	7.61
77	-220.41	-216.49	1.78	50	4.11
77	-220.41	-184.92	16.10	50	4.12
77	-220.41	-181.35	17.72	50	4.05
77	-220.41	-212.36	3.65	50	2.45
77	-220.41	-190.13	13.74	50	10.12
77	-220.41	-186.46	15.40	50	9.69
77	-220.41	-115.68	47.51	50	4.64
77	-220.41	-109.52	50.31	50	2.16
77	-220.41	-118.41	46.28	50	3.88
77	-220.41	-220.41	-0.00	50	1.83
77	-220.41	-189.82	13.88	50	13.52
77	-220.41	-184.47	16.31	50	10.48
Atoms	Optimal	Found	Error	Gen	Time
78	-223.76	-195.20	12.76	50	8.05
78	-223.76	-198.77	11.17	50	8.00
78	-223.76	-179.14	19.94	50	8.09
78	-223.76	117.99	152.73	50	7.92
78	-223.76	-121.33	45.78	50	7.99
78	-223.76	-104.87	53.13	50	7.98
78	-223.76	-219.62	1.85	50	4.20
78	-223.76	-187.66	16.13	50	4.24
78	-223.76	-197.39	11.78	50	4.20
78	-223.76	-201.03	10.16	50	2.53
78	-223.76	-208.26	6.93	50	2.97
78	-223.76	-191.31	14.50	50	6.51
78	-223.76	65.89	129.45	50	11.05
78	-223.76	-128.87	42.41	50	2.06
78	-223.76	-107.90	51.78	50	2.00
78	-223.76	-223.76	-0.00	50	2.00
78	-223.76	-191.76	14.30	50	11.89
78	-223.76	-203.66	8.98	50	5.20
Atoms	Optimal	Found	Error	Gen	Time
79	-226.94	-197.93	12.78	50	8.44
79	-226.94	-189.32	16.57	50	8.28
79	-226.94	-188.15	17.09	50	8.36
79	-226.94	-125.34	44.77	50	8.27
79	-226.94	-122.33	46.10	50	8.41
79	-226.94	-122.85	45.87	50	8.25
79	-226.94	-222.55	1.93	50	4.44
79	-226.94	-189.23	16.62	50	4.47
79	-226.94	-199.72	11.99	50	4.48
79	-226.94	-212.75	6.25	50	4.81
79	-226.94	-193.80	14.60	50	10.75
79	-226.94	-200.67	11.57	50	6.41
79	-226.94	-138.10	39.15	50	2.22
79	-226.94	-129.63	42.88	50	2.09
79	-226.94	-129.68	42.86	50	4.36
79	-226.94	-226.94	-0.00	50	2.14
79	-226.94	-193.54	14.72	50	10.36
79	-226.94	-206.02	9.22	50	3.52
Atoms	Optimal	Found	Error	Gen	Time
80	-230.41	-205.09	10.99	50	8.70
80	-230.41	-208.24	9.62	50	8.69
80	-230.41	-185.01	19.71	50	8.67
80	-230.41	-115.53	49.86	50	8.67
80	-230.41	481.14	308.82	50	8.66
80	-230.41	-117.26	49.11	50	8.56
80	-230.41	-225.88	1.97	50	4.56
80	-230.41	-193.26	16.12	50	4.58
80	-230.41	-200.46	13.00	50	4.58
80	-230.41	-222.57	3.41	50	5.70
80	-230.41	-214.47	6.92	50	2.69
80	-230.41	-196.97	14.52	50	2.42
80	-230.41	-118.25	48.68	50	14.81
80	-230.41	261.01	213.28	50	5.00
80	-230.41	-126.84	44.95	50	2.36
80	-230.41	-230.41	-0.00	50	2.77
80	-230.41	-197.39	14.33	50	11.45
80	-230.41	-208.91	9.33	50	3.12
Atoms	Optimal	Found	Error	Gen	Time
81	-232.66	-204.38	12.15	50	9.05
81	-232.66	-213.09	8.41	50	9.19
81	-232.66	-180.94	22.23	50	9.02
81	-232.66	-118.75	48.96	50	8.95
81	-232.66	-108.94	53.17	50	8.88
81	-232.66	-129.04	44.54	50	8.95
81	-232.66	-228.13	1.95	50	4.72
81	-232.66	-194.48	16.41	50	4.72
81	-232.66	-197.98	14.91	50	4.66
81	-232.66	-215.39	7.42	50	7.14
81	-232.66	-216.51	6.94	50	6.55
81	-232.66	-194.39	16.45	50	4.83
81	-232.66	-128.48	44.78	50	3.02
81	-232.66	-111.41	52.11	50	9.12
81	-232.66	-136.71	41.24	50	4.23
81	-232.66	-232.66	-0.00	50	2.27
81	-232.66	-200.88	13.66	50	8.70
81	-232.66	-205.05	11.86	50	10.67
Atoms	Optimal	Found	Error	Gen	Time
82	-235.99	-206.13	12.66	50	9.36
82	-235.99	-198.88	15.73	50	9.33
82	-235.99	-189.39	19.75	50	9.38
82	-235.99	-121.41	48.56	50	9.30
82	-235.99	-117.67	50.14	50	9.30
82	-235.99	-126.75	46.29	50	9.25
82	-235.99	-231.25	2.01	50	4.86
82	-235.99	-196.41	16.77	50	4.97
82	-235.99	-201.21	14.74	50	4.94
82	-235.99	-221.33	6.21	50	3.33
82	-235.99	-204.76	13.24	50	11.14
82	-235.99	-202.67	14.12	50	2.23
82	-235.99	-131.73	44.18	50	3.11
82	-235.99	-124.53	47.23	50	4.09
82	-235.99	-126.53	46.38	50	29.70
82	-235.99	-235.99	-0.00	50	3.02
82	-235.99	-201.91	14.44	50	12.27
82	-235.99	-208.17	11.79	50	12.11
Atoms	Optimal	Found	Error	Gen	Time
83	-239.35	-207.39	13.35	50	9.61
83	-239.35	-211.63	11.58	50	9.66
83	-239.35	-185.14	22.65	50	9.69
83	-239.35	-126.44	47.18	50	9.61
83	-239.35	-122.99	48.62	50	9.62
83	-239.35	-140.80	41.17	50	9.59
83	-239.35	-234.52	2.02	50	5.03
83	-239.35	-196.76	17.79	50	5.06
83	-239.35	-203.38	15.03	50	5.05
83	-239.35	-223.74	6.52	50	3.31
83	-239.35	-220.92	7.70	50	5.74
83	-239.35	-191.26	20.09	50	11.34
83	-239.35	-136.33	43.04	50	2.47
83	-239.35	-136.40	43.01	50	2.69
83	-239.35	-156.45	34.64	50	2.33
83	-239.35	-239.35	-0.00	50	2.38
83	-239.35	-203.17	15.12	50	14.97
83	-239.35	-210.42	12.09	50	10.92
Atoms	Optimal	Found	Error	Gen	Time
84	-242.71	-216.37	10.85	50	10.06
84	-242.71	-208.19	14.22	50	9.98
84	-242.71	-191.66	21.03	50	10.02
84	-242.71	-128.74	46.96	50	9.97
84	-242.71	-121.16	50.08	50	10.02
84	-242.71	-136.03	43.96	50	9.95
84	-242.71	-237.77	2.04	50	5.25
84	-242.71	-199.17	17.94	50	5.27
84	-242.71	-209.75	13.58	50	5.28
84	-242.71	-221.86	8.59	50	7.75
84	-242.71	-216.23	10.91	50	11.17
84	-242.71	-201.42	17.01	50	5.00
84	-242.71	-132.65	45.35	50	6.98
84	-242.71	-126.79	47.76	50	4.22
84	-242.71	-147.99	39.03	50	2.34
84	-242.71	-242.71	-0.00	50	2.50
84	-242.71	-205.68	15.26	50	12.28
84	-242.71	-213.50	12.04	50	9.62
Atoms	Optimal	Found	Error	Gen	Time
85	-245.98	-230.33	6.36	50	10.47
85	-245.98	-220.26	10.46	50	10.47
85	-245.98	-203.99	17.07	50	10.65
85	-245.98	-113.81	53.73	50	10.55
85	-245.98	-119.71	51.33	50	10.33
85	-245.98	-120.58	50.98	50	10.38
85	-245.98	-240.96	2.04	50	5.48
85	-245.98	-197.15	19.85	50	5.50
85	-245.98	-210.39	14.47	50	5.47
85	-245.98	-240.29	2.31	50	4.44
85	-245.98	-225.04	8.52	50	7.88
85	-245.98	-214.23	12.91	50	4.30
85	-245.98	-127.98	47.97	50	3.41
85	-245.98	-126.50	48.57	50	7.36
85	-245.98	-128.90	47.60	50	2.52
85	-245.98	-245.98	-0.00	50	2.45
85	-245.98	-210.28	14.52	50	7.27
85	-245.98	-215.30	12.48	50	7.80
Atoms	Optimal	Found	Error	Gen	Time
86	-248.24	-216.91	12.62	50	10.95
86	-248.24	-214.48	13.60	50	11.05
86	-248.24	-188.35	24.13	50	10.81
86	-248.24	-125.52	49.43	50	10.73
86	-248.24	-114.43	53.90	50	10.69
86	-248.24	-131.23	47.14	50	10.69
86	-248.24	-243.20	2.03	50	5.72
86	-248.24	-228.48	7.96	50	5.66
86	-248.24	-210.03	15.39	50	5.70
86	-248.24	-234.84	5.40	50	4.75
86	-248.24	-220.69	11.10	50	5.91
86	-248.24	-199.03	19.82	50	9.30
86	-248.24	-142.42	42.63	50	8.41
86	-248.24	-118.00	52.47	50	9.59
86	-248.24	-136.04	45.20	50	3.50
86	-248.24	-248.24	-0.00	50	2.59
86	-248.24	-236.08	4.90	50	2.89
86	-248.24	-213.99	13.80	50	9.70
Atoms	Optimal	Found	Error	Gen	Time
87	-251.57	-221.75	11.86	50	11.00
87	-251.57	-229.27	8.86	50	11.08
87	-251.57	-207.85	17.38	50	11.12
87	-251.57	-109.64	56.42	50	11.14
87	-251.57	-131.32	47.80	50	11.11
87	-251.57	-131.55	47.71	50	11.03
87	-251.57	-246.41	2.05	50	5.86
87	-251.57	-212.28	15.62	50	5.89
87	-251.57	-208.08	17.29	50	5.94
87	-251.57	-241.07	4.17	50	3.16
87	-251.57	-234.23	6.89	50	6.76
87	-251.57	-216.55	13.92	50	6.39
87	-251.57	-110.21	56.19	50	4.25
87	-251.57	-145.99	41.97	50	2.69
87	-251.57	-140.65	44.09	50	2.97
87	-251.57	-251.57	-0.00	50	2.67
87	-251.57	-221.15	12.09	50	15.31
87	-251.57	-220.23	12.46	50	5.45
Atoms	Optimal	Found	Error	Gen	Time
88	-254.94	-212.87	16.50	50	11.47
88	-254.94	-209.45	17.85	50	11.45
88	-254.94	-201.19	21.08	50	11.44
88	-254.94	-127.85	49.85	50	11.34
88	-254.94	-131.02	48.61	50	11.44
88	-254.94	-129.34	49.27	50	11.34
88	-254.94	-249.70	2.06	50	6.00
88	-254.94	-221.31	13.19	50	6.06
88	-254.94	-210.71	17.35	50	6.09
88	-254.94	-228.92	10.21	50	13.00
88	-254.94	-219.36	13.96	50	15.16
88	-254.94	-209.58	17.79	50	3.81
88	-254.94	-140.73	44.80	50	2.81
88	-254.94	-138.03	45.86	50	4.39
88	-254.94	-135.96	46.67	50	2.94
88	-254.94	-254.94	-0.00	50	2.72
88	-254.94	-228.77	10.27	50	10.89
88	-254.94	-222.71	12.64	50	4.50
Atoms	Optimal	Found	Error	Gen	Time
89	-258.30	-212.90	17.58	50	11.92
89	-258.30	-222.38	13.91	50	11.86
89	-258.30	-197.11	23.69	50	11.91
89	-258.30	-134.97	47.75	50	11.73
89	-258.30	-140.27	45.69	50	11.90
89	-258.30	-122.92	52.41	50	11.91
89	-258.30	-252.98	2.06	50	6.31
89	-258.30	-223.36	13.53	50	6.25
89	-258.30	-213.93	17.18	50	6.28
89	-258.30	-225.87	12.56	50	9.38
89	-258.30	-236.05	8.61	50	3.83
89	-258.30	-208.98	19.09	50	4.22
89	-258.30	-149.79	42.01	50	3.28
89	-258.30	-151.25	41.45	50	3.23
89	-258.30	-128.65	50.19	50	3.78
89	-258.30	-258.30	-0.00	50	2.97
89	-258.30	-231.11	10.52	50	11.45
89	-258.30	-226.79	12.20	50	3.48
Atoms	Optimal	Found	Error	Gen	Time
90	-261.67	-239.37	8.52	50	12.30
90	-261.67	-218.00	16.69	50	12.30
90	-261.67	-200.71	23.30	50	12.31
90	-261.67	-136.40	47.87	50	12.19
90	-261.67	2046.81	882.22	50	12.36
90	-261.67	-133.51	48.98	50	12.23
90	-261.67	-256.21	2.08	50	6.58
90	-261.67	-242.65	7.27	50	6.62
90	-261.67	-210.75	19.46	50	6.49
90	-261.67	-254.00	2.93	50	4.06
90	-261.67	-226.75	13.35	50	9.69
90	-261.67	-216.67	17.20	50	3.89
90	-261.67	-143.11	45.31	50	4.42
90	-261.67	249.03	195.17	50	7.83
90	-261.67	-143.76	45.06	50	4.44
90	-261.67	-261.67	-0.00	50	3.00
90	-261.67	-249.39	4.69	50	3.09
90	-261.67	-218.73	16.41	50	12.17
Atoms	Optimal	Found	Error	Gen	Time
91	-264.93	-214.16	19.16	50	12.83
91	-264.93	-214.43	19.06	50	12.92
91	-264.93	-211.14	20.31	50	13.02
91	-264.93	-141.98	46.41	50	12.78
91	-264.93	-147.63	44.27	50	12.69
91	-264.93	-129.25	51.21	50	12.75
91	-264.93	-259.33	2.11	50	6.74
91	-264.93	-244.21	7.82	50	6.80
91	-264.93	-211.60	20.13	50	6.76
91	-264.93	-227.30	14.21	50	13.69
91	-264.93	-231.23	12.72	50	4.22
91	-264.93	-225.33	14.95	50	4.53
91	-264.93	-151.59	42.78	50	3.27
91	-264.93	-158.06	40.34	50	4.27
91	-264.93	-140.40	47.01	50	3.27
91	-264.93	-264.93	-0.00	50	3.03
91	-264.93	-251.38	5.12	50	4.34
91	-264.93	-222.08	16.18	50	11.12
Atoms	Optimal	Found	Error	Gen	Time
92	-267.17	-241.55	9.59	50	13.31
92	-267.17	-239.64	10.30	50	13.12
92	-267.17	-204.92	23.30	50	13.08
92	-267.17	-135.37	49.33	50	13.00
92	-267.17	-144.69	45.84	50	13.02
92	-267.17	-160.02	40.11	50	13.03
92	-267.17	-261.53	2.11	50	6.91
92	-267.17	-247.34	7.42	50	6.94
92	-267.17	-211.94	20.67	50	6.92
92	-267.17	-252.16	5.62	50	4.31
92	-267.17	-251.92	5.71	50	3.67
92	-267.17	-220.78	17.36	50	3.47
92	-267.17	-138.67	48.10	50	13.20
92	-267.17	-152.86	42.79	50	3.38
92	-267.17	-171.13	35.95	50	3.33
92	-267.17	-267.17	-0.00	50	3.19
92	-267.17	-251.60	5.83	50	5.11
92	-267.17	-222.01	16.90	50	5.92
Atoms	Optimal	Found	Error	Gen	Time
93	-270.49	-241.58	10.69	50	13.61
93	-270.49	-225.14	16.76	50	13.69
93	-270.49	-224.81	16.89	50	13.53
93	-270.49	-134.16	50.40	50	13.45
93	-270.49	-133.41	50.68	50	13.52
93	-270.49	-145.51	46.21	50	13.39
93	-270.49	-264.61	2.17	50	7.17
93	-270.49	-250.01	7.57	50	7.17
93	-270.49	-227.19	16.01	50	7.08
93	-270.49	-257.70	4.73	50	4.42
93	-270.49	-232.26	14.13	50	12.92
93	-270.49	-235.89	12.79	50	7.52
93	-270.49	-138.75	48.70	50	5.08
93	-270.49	-138.48	48.80	50	3.56
93	-270.49	-164.00	39.37	50	3.28
93	-270.49	-270.49	-0.00	50	3.41
93	-270.49	-255.15	5.67	50	4.20
93	-270.49	-231.38	14.46	50	6.59
Atoms	Optimal	Found	Error	Gen	Time
94	-273.84	-248.39	9.29	50	14.08
94	-273.84	-250.27	8.61	50	14.11
94	-273.84	-227.69	16.85	50	14.09
94	-273.84	-144.58	47.20	50	13.83
94	-273.84	-146.26	46.59	50	14.00
94	-273.84	-146.75	46.41	50	13.95
94	-273.84	-267.67	2.25	50	7.45
94	-273.84	-251.75	8.07	50	7.42
94	-273.84	-229.79	16.09	50	7.41
94	-273.84	-266.58	2.65	50	3.36
94	-273.84	-258.12	5.74	50	3.73
94	-273.84	-236.55	13.62	50	5.67
94	-273.84	-157.70	42.41	50	3.78
94	-273.84	-157.17	42.61	50	3.59
94	-273.84	-158.81	42.01	50	4.08
94	-273.84	-273.84	-0.00	50	3.23
94	-273.84	-258.59	5.57	50	3.70
94	-273.84	-234.58	14.34	50	6.48
Atoms	Optimal	Found	Error	Gen	Time
95	-277.23	-231.40	16.53	50	14.45
95	-277.23	-244.41	11.84	50	14.47
95	-277.23	-209.75	24.34	50	14.52
95	-277.23	-135.64	51.07	50	14.44
95	-277.23	-160.47	42.12	50	14.48
95	-277.23	-129.04	53.46	50	14.47
95	-277.23	-270.80	2.32	50	7.61
95	-277.23	-257.86	6.99	50	7.70
95	-277.23	-233.71	15.70	50	7.64
95	-277.23	-238.70	13.90	50	12.39
95	-277.23	-251.10	9.42	50	13.11
95	-277.23	-221.47	20.11	50	12.03
95	-277.23	-144.33	47.94	50	16.20
95	-277.23	-165.84	40.18	50	4.20
95	-277.23	-138.95	49.88	50	3.77
95	-277.23	-277.23	-0.00	50	3.47
95	-277.23	-264.72	4.51	50	4.00
95	-277.23	-237.23	14.43	50	12.14
Atoms	Optimal	Found	Error	Gen	Time
96	-280.50	-240.34	14.32	50	15.16
96	-280.50	-236.50	15.69	50	15.02
96	-280.50	-222.58	20.65	50	15.05
96	-280.50	-141.05	49.71	50	14.83
96	-280.50	-138.55	50.61	50	15.06
96	-280.50	-129.95	53.67	50	14.88
96	-280.50	-273.91	2.35	50	7.91
96	-280.50	-258.28	7.92	50	7.91
96	-280.50	-246.42	12.15	50	7.98
96	-280.50	-256.04	8.72	50	7.66
96	-280.50	-244.87	12.70	50	14.33
96	-280.50	-239.63	14.57	50	5.75
96	-280.50	-146.79	47.67	50	7.78
96	-280.50	-149.34	46.76	50	5.83
96	-280.50	-141.82	49.44	50	3.97
96	-280.50	-280.50	-0.00	50	3.89
96	-280.50	-266.05	5.15	50	3.88
96	-280.50	-259.76	7.39	50	4.20
Atoms	Optimal	Found	Error	Gen	Time
97	-282.75	-253.62	10.30	50	15.38
97	-282.75	-262.38	7.20	50	15.52
97	-282.75	-228.90	19.04	50	15.53
97	-282.75	-151.09	46.56	50	15.25
97	-282.75	-142.09	49.75	50	15.33
97	-282.75	-151.53	46.41	50	15.42
97	-282.75	-276.16	2.33	50	8.19
97	-282.75	-261.39	7.55	50	8.14
97	-282.75	-249.29	11.84	50	8.19
97	-282.75	-270.32	4.40	50	4.91
97	-282.75	-268.77	4.94	50	4.78
97	-282.75	-243.01	14.06	50	5.09
97	-282.75	-155.04	45.17	50	4.61
97	-282.75	-147.86	47.71	50	5.09
97	-282.75	-163.46	42.19	50	3.91
97	-282.75	-282.75	-0.00	50	3.88
97	-282.75	-268.76	4.95	50	4.62
97	-282.75	-261.96	7.35	50	4.45
Atoms	Optimal	Found	Error	Gen	Time
98	-286.08	-233.96	18.22	50	16.16
98	-286.08	-246.25	13.92	50	16.17
98	-286.08	-224.39	21.57	50	16.00
98	-286.08	-144.21	49.59	50	15.86
98	-286.08	-163.45	42.87	50	15.86
98	-286.08	-138.38	51.63	50	15.89
98	-286.08	-279.10	2.44	50	8.41
98	-286.08	-254.57	11.02	50	8.41
98	-286.08	-252.09	11.88	50	8.30
98	-286.08	-248.26	13.22	50	18.83
98	-286.08	-253.76	11.30	50	12.66
98	-286.08	-249.18	12.90	50	4.03
98	-286.08	-155.52	45.64	50	3.91
98	-286.08	-170.18	40.51	50	4.61
98	-286.08	-153.84	46.22	50	4.42
98	-286.08	-286.08	-0.00	50	4.00
98	-286.08	-267.07	6.65	50	5.16
98	-286.08	-265.02	7.36	50	4.27
Atoms	Optimal	Found	Error	Gen	Time
99	-289.45	-268.89	7.10	50	16.58
99	-289.45	-242.63	16.18	50	16.47
99	-289.45	-222.96	22.97	50	16.48
99	-289.45	24506.51	8566.54	50	16.36
99	-289.45	-143.74	50.34	50	16.19
99	-289.45	-145.43	49.76	50	16.14
99	-289.45	-282.31	2.47	50	8.64
99	-289.45	-258.29	10.77	50	8.62
99	-289.45	-245.84	15.07	50	8.52
99	-289.45	-280.13	3.22	50	4.83
99	-289.45	-259.43	10.37	50	7.72
99	-289.45	-244.86	15.41	50	4.28
99	-289.45	24487.94	8560.12	50	51.62
99	-289.45	-153.75	46.88	50	3.80
99	-289.45	-156.91	45.79	50	5.00
99	-289.45	-289.45	-0.00	50	3.92
99	-289.45	-270.47	6.56	50	5.30
99	-289.45	-258.39	10.73	50	6.88
